Year,HPI,ln_HPI,PermitsPer1000Households,ln_Permits_lag1,TotalPermits,HPI_pct_change
2021,942.6642857142857,6.7258349091275225,11.823041002130896,2.470050254872163,1375.1378989578445,
2022,1103.1391666666666,6.916811165702682,11.743748977624431,2.470050254872163,1413.9591206549592,17.02354522010814
2023,1251.7459999999999,7.07489664830282,10.608140078232683,2.463321097122641,1293.2595732175027,13.471267979939071
2024,1230.785,7.030459290992326,9.874157330733391,2.3616216383179247,1198.307985343143,-1.6745410011296036
